사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2022-03,장항선,1408,신창(순천향대),67285,64047,5956,5528,2022-04-03 09:20:00
2022-03,경의선,1252,신촌,16723,21170,3025,3347,2022-04-03 09:20:00
2022-03,경의선,1261,효창공원앞,60932,67149,12044,12998,2022-04-03 09:20:00
2022-03,경의선,1263,서강대,44539,44471,9543,9098,2022-04-03 09:20:00
2022-03,경의선,1265,가좌,96827,92841,34769,35253,2022-04-03 09:20:00
2022-03,경의선,1267,수색,53027,55416,12977,12917,2022-04-03 09:20:00
2022-03,경의선,1268,화전,71674,67383,8425,8262,2022-04-03 09:20:00
2022-03,경의선,1269,강매,62447,54125,15614,14757,2022-04-03 09:20:00
2022-03,경의선,1270,행신,163596,166932,26823,27473,2022-04-03 09:20:00
2022-03,경의선,1271,능곡,70782,66006,24860,24345,2022-04-03 09:20:00
2022-03,경의선,1272,곡산,10319,10837,4475,4640,2022-04-03 09:20:00
2022-03,경의선,1273,백마,140091,135939,31528,31191,2022-04-03 09:20:00
2022-03,경의선,1274,풍산,110351,102127,28754,28199,2022-04-03 09:20:00
2022-03,경의선,1275,일산,184505,182117,49626,49405,2022-04-03 09:20:00
2022-03,경의선,1276,탄현,158330,151662,31417,30979,2022-04-03 09:20:00
2022-03,경의선,1277,야당,159591,159797,29917,28623,2022-04-03 09:20:00
2022-03,경의선,1278,운정,140097,132083,32049,31835,2022-04-03 09:20:00
2022-03,경의선,1279,금릉,98313,95935,21831,21638,2022-04-03 09:20:00
2022-03,경의선,1280,금촌,126772,126286,36554,37356,2022-04-03 09:20:00
2022-03,경의선,1282,월롱,62097,59323,7472,8369,2022-04-03 09:20:00
2022-03,경의선,1283,파주,30707,21846,6190,5041,2022-04-03 09:20:00
2022-03,경의선,1284,문산,95153,94906,33618,33630,2022-04-03 09:20:00
2022-03,경의선,1285,임진강,330,173,212,210,2022-04-03 09:20:00
2022-03,경의선,1291,서울역,80323,99334,12208,14901,2022-04-03 09:20:00
2022-03,경의선,1292,공덕,72202,61311,11445,11209,2022-04-03 09:20:00
2022-03,경의선,1293,홍대입구,41101,47536,4322,4491,2022-04-03 09:20:00
2022-03,경의선,1294,디지털미디어시티,52202,48086,9481,9437,2022-04-03 09:20:00
2022-03,경의선,1296,계양,3,0,0,0,2022-04-03 09:20:00
2022-03,경의선,1297,검암,2,0,0,0,2022-04-03 09:20:00
2022-03,경춘선,1311,신내,38455,36379,14515,13746,2022-04-03 09:20:00
2022-03,경춘선,1312,갈매,56750,48387,16993,16091,2022-04-03 09:20:00
2022-03,경춘선,1313,별내,63085,60113,19006,18231,2022-04-03 09:20:00
2022-03,경춘선,1314,퇴계원,64731,59207,23302,22625,2022-04-03 09:20:00
2022-03,경춘선,1315,사릉,58188,56380,16059,16113,2022-04-03 09:20:00
2022-03,경춘선,1316,금곡,24383,23352,13800,13497,2022-04-03 09:20:00
2022-03,경춘선,1317,평내호평,117359,115832,37195,35971,2022-04-03 09:20:00
2022-03,경춘선,1318,천마산,27579,24959,15980,16422,2022-04-03 09:20:00
2022-03,경춘선,1319,마석,71947,71247,28377,28281,2022-04-03 09:20:00
2022-03,경춘선,1320,대성리,7965,7038,4837,4438,2022-04-03 09:20:00
2022-03,경춘선,1321,청평,26319,25855,13638,13609,2022-04-03 09:20:00
2022-03,경춘선,1322,상천,3476,3008,3826,3689,2022-04-03 09:20:00
2022-03,경춘선,1323,가평,27417,27181,10935,10661,2022-04-03 09:20:00
2022-03,경춘선,1324,굴봉산,1468,1439,1826,1868,2022-04-03 09:20:00
2022-03,경춘선,1325,백양리,1782,1576,923,928,2022-04-03 09:20:00
2022-03,경춘선,1326,강촌,7389,7179,3718,3797,2022-04-03 09:20:00
2022-03,경춘선,1327,김유정,5203,5634,3082,3094,2022-04-03 09:20:00
2022-03,경춘선,1328,남춘천,51135,50733,18736,18693,2022-04-03 09:20:00
2022-03,경춘선,1329,춘천,29004,26212,10896,9712,2022-04-03 09:20:00
2022-03,수인선,1873,고색,109423,106513,13897,12693,2022-04-03 09:20:00
2022-03,수인선,1874,오목천,72632,66678,10964,11099,2022-04-03 09:20:00
2022-03,수인선,1875,어천,14716,14749,4125,4580,2022-04-03 09:20:00
2022-03,수인선,1876,야목,7219,5628,2317,1796,2022-04-03 09:20:00
2022-03,수인선,1877,사리,104613,92339,15174,14305,2022-04-03 09:20:00
2022-03,수인선,1878,달월,1521,1137,1020,557,2022-04-03 09:20:00
2022-03,수인선,1879,월곶,57154,52346,13328,13162,2022-04-03 09:20:00
2022-03,수인선,1880,소래포구,90193,84594,43525,42186,2022-04-03 09:20:00
2022-03,수인선,1881,인천논현,111729,121062,27307,27651,2022-04-03 09:20:00
2022-03,수인선,1882,호구포,82040,85709,18292,18290,2022-04-03 09:20:00
2022-03,수인선,1883,남동인더스파크,47249,52509,6490,6531,2022-04-03 09:20:00
2022-03,수인선,1884,원인재,87216,93181,26356,26910,2022-04-03 09:20:00
2022-03,수인선,1885,연수,96262,94819,24328,24391,2022-04-03 09:20:00
2022-03,수인선,1886,송도,44912,41506,18720,18541,2022-04-03 09:20:00
2022-03,수인선,1888,인하대,143940,135967,23079,22754,2022-04-03 09:20:00
2022-03,수인선,1889,숭의,74646,68750,25236,24266,2022-04-03 09:20:00
2022-03,수인선,1890,신포,35383,35068,11472,11530,2022-04-03 09:20:00
2022-03,수인선,1891,인천,16256,30869,11538,13941,2022-04-03 09:20:00
2022-03,경강선,1501,판교,100299,99459,11321,10018,2022-04-03 09:20:00
2022-03,경강선,1502,이매,22402,18592,5237,4730,2022-04-03 09:20:00
2022-03,경강선,1503,삼동,46164,42442,10413,10447,2022-04-03 09:20:00
2022-03,경강선,1504,경기광주,161996,154066,25688,25955,2022-04-03 09:20:00
2022-03,경강선,1505,초월,64718,61691,12093,12031,2022-04-03 09:20:00
2022-03,경강선,1506,곤지암,44031,44390,10967,11210,2022-04-03 09:20:00
2022-03,경강선,1507,신둔도예촌,33178,30124,6389,6262,2022-04-03 09:20:00
2022-03,경강선,1508,이천,57545,59688,10302,10962,2022-04-03 09:20:00
2022-03,경강선,1509,부발,48589,47538,8071,7829,2022-04-03 09:20:00
2022-03,경강선,1510,세종대왕릉,4988,5089,2876,2844,2022-04-03 09:20:00
2022-03,경강선,1511,여주,49473,49867,12303,12167,2022-04-03 09:20:00
2022-03,5호선,2511,방화,120461,116294,42019,40624,2022-04-03 09:20:00
2022-03,5호선,2512,개화산,103721,99080,33299,33600,2022-04-03 09:20:00
2022-03,5호선,2513,김포공항,161247,153956,26972,29283,2022-04-03 09:20:00
2022-03,5호선,2514,송정,121489,115746,41388,40173,2022-04-03 09:20:00
2022-03,5호선,2515,마곡,213881,215409,33786,32678,2022-04-03 09:20:00
2022-03,5호선,2516,발산,415607,428445,77681,74946,2022-04-03 09:20:00
2022-03,5호선,2517,우장산,281123,274635,71733,74404,2022-04-03 09:20:00
2022-03,5호선,2518,화곡,577542,539773,121220,116333,2022-04-03 09:20:00
2022-03,5호선,2519,까치산,587066,559374,129960,132022,2022-04-03 09:20:00
2022-03,5호선,2520,신정(은행정),282814,227003,53263,52242,2022-04-03 09:20:00
2022-03,5호선,2521,목동,333168,360375,67712,67958,2022-04-03 09:20:00
2022-03,5호선,2522,오목교(목동운동장앞),452180,484776,67853,67041,2022-04-03 09:20:00
2022-03,5호선,2523,양평,150040,147760,23663,23483,2022-04-03 09:20:00
2022-03,5호선,2524,영등포구청,74916,76748,16688,16592,2022-04-03 09:20:00
2022-03,5호선,2525,영등포시장,190347,196821,57184,58250,2022-04-03 09:20:00
2022-03,5호선,2526,신길,89541,96936,9467,9847,2022-04-03 09:20:00
2022-03,5호선,2527,여의도,582396,611945,42422,39752,2022-04-03 09:20:00
2022-03,5호선,2528,여의나루,241030,275288,22414,21513,2022-04-03 09:20:00
2022-03,5호선,2529,마포,278660,286460,48598,47946,2022-04-03 09:20:00
2022-03,5호선,2530,공덕,276665,294707,35786,33576,2022-04-03 09:20:00
2022-03,5호선,2531,애오개,127553,129153,30522,30021,2022-04-03 09:20:00
2022-03,5호선,2532,충정로(경기대입구),95979,96317,11217,11440,2022-04-03 09:20:00
2022-03,5호선,2533,서대문,369286,373194,52861,49599,2022-04-03 09:20:00
2022-03,5호선,2534,광화문(세종문화회관),596516,623201,64981,64751,2022-04-03 09:20:00
2022-03,5호선,2535,종로3가,235257,226797,73529,79562,2022-04-03 09:20:00
2022-03,5호선,2536,을지로4가,103069,106049,36721,36177,2022-04-03 09:20:00
2022-03,5호선,2537,동대문역사문화공원(DDP),55693,65327,7534,8271,2022-04-03 09:20:00
2022-03,5호선,2538,청구,77157,72241,21244,16805,2022-04-03 09:20:00
2022-03,5호선,2539,신금호,123979,126984,31956,35606,2022-04-03 09:20:00
2022-03,5호선,2540,행당,153652,137988,39897,36137,2022-04-03 09:20:00
2022-03,5호선,2541,왕십리(성동구청),94323,110830,19416,19018,2022-04-03 09:20:00
2022-03,5호선,2542,마장,108591,102036,31880,30964,2022-04-03 09:20:00
2022-03,5호선,2543,답십리,319413,291885,66252,64439,2022-04-03 09:20:00
2022-03,5호선,2544,장한평,365001,361327,74763,75511,2022-04-03 09:20:00
2022-03,5호선,2545,군자(능동),244336,271215,34038,35608,2022-04-03 09:20:00
2022-03,5호선,2546,아차산(어린이대공원후문),305958,297438,83319,81154,2022-04-03 09:20:00
2022-03,5호선,2547,광나루(장신대),271595,247648,56785,55491,2022-04-03 09:20:00
2022-03,5호선,2548,천호(풍납토성),356222,346416,103644,105471,2022-04-03 09:20:00
2022-03,5호선,2549,강동,363916,350418,89488,86752,2022-04-03 09:20:00
2022-03,5호선,2550,길동,137867,144309,61427,63314,2022-04-03 09:20:00
2022-03,5호선,2551,굽은다리(강동구민회관앞),174740,167657,59195,54679,2022-04-03 09:20:00
2022-03,5호선,2552,명일,156552,160360,54966,57058,2022-04-03 09:20:00
2022-03,5호선,2553,고덕,176353,175425,54400,54343,2022-04-03 09:20:00
2022-03,5호선,2554,상일동,278472,261749,73081,70617,2022-04-03 09:20:00
2022-03,5호선,2555,둔촌동,160034,159569,51939,52240,2022-04-03 09:20:00
2022-03,5호선,2556,올림픽공원(한국체대),75286,64733,29283,26595,2022-04-03 09:20:00
2022-03,5호선,2557,방이,137769,142585,36964,36540,2022-04-03 09:20:00
2022-03,5호선,2558,오금,73914,73077,16640,16269,2022-04-03 09:20:00
2022-03,5호선,2559,개롱,116437,122375,37774,39306,2022-04-03 09:20:00
2022-03,5호선,2560,거여,190947,182005,51600,50542,2022-04-03 09:20:00
2022-03,5호선,2561,마천,128104,124140,46654,48252,2022-04-03 09:20:00
2022-03,5호선,2562,강일,72780,68112,26146,25763,2022-04-03 09:20:00
2022-03,5호선,2563,미사,330675,331016,59514,59762,2022-04-03 09:20:00
2022-03,5호선,2564,하남풍산,82018,82147,21964,21597,2022-04-03 09:20:00
2022-03,5호선,2565,하남시청(덕풍·신장),117697,113288,50168,51432,2022-04-03 09:20:00
2022-03,5호선,2566,하남검단산,108086,104096,37224,37393,2022-04-03 09:20:00
2022-03,6호선,2611,응암,336765,335242,96376,96080,2022-04-03 09:20:00
2022-03,6호선,2612,역촌,66643,83774,27291,26629,2022-04-03 09:20:00
2022-03,6호선,2613,불광,75785,78407,32834,27045,2022-04-03 09:20:00
2022-03,6호선,2614,독바위,50669,52540,16371,20618,2022-04-03 09:20:00
2022-03,6호선,2615,연신내,20,0,1,0,2022-04-03 09:20:00
2022-03,6호선,2616,구산,148005,99300,41646,43546,2022-04-03 09:20:00
2022-03,6호선,2617,새절(신사),243720,226866,71239,71558,2022-04-03 09:20:00
2022-03,6호선,2618,증산(명지대앞),190741,190295,59665,61106,2022-04-03 09:20:00
2022-03,6호선,2619,디지털미디어시티,270184,293294,46354,47038,2022-04-03 09:20:00
2022-03,6호선,2620,월드컵경기장(성산),90621,107572,46890,44545,2022-04-03 09:20:00
2022-03,6호선,2621,마포구청,284027,256116,64130,58438,2022-04-03 09:20:00
2022-03,6호선,2622,망원,288698,310190,68054,70528,2022-04-03 09:20:00
2022-03,6호선,2623,합정,302949,295759,32166,30026,2022-04-03 09:20:00
2022-03,6호선,2624,상수,212104,236559,18012,18246,2022-04-03 09:20:00
2022-03,6호선,2625,광흥창(서강),175739,170286,38328,38087,2022-04-03 09:20:00
2022-03,6호선,2626,대흥(서강대앞),167845,174480,36198,36171,2022-04-03 09:20:00
2022-03,6호선,2627,공덕,359456,347808,59843,55502,2022-04-03 09:20:00
2022-03,6호선,2628,효창공원앞,140403,130740,31235,29834,2022-04-03 09:20:00
2022-03,6호선,2629,삼각지,142259,123641,13789,11169,2022-04-03 09:20:00
2022-03,6호선,2630,녹사평(용산구청),107941,110463,14691,14033,2022-04-03 09:20:00
2022-03,6호선,2631,이태원,252674,255092,25776,26711,2022-04-03 09:20:00
2022-03,6호선,2632,한강진,183564,217802,13268,13023,2022-04-03 09:20:00
2022-03,6호선,2633,버티고개,38990,38331,10550,12589,2022-04-03 09:20:00
2022-03,6호선,2634,약수,69299,69271,18104,17576,2022-04-03 09:20:00
2022-03,6호선,2635,청구,73867,77426,16536,19659,2022-04-03 09:20:00
2022-03,6호선,2636,신당,162951,172835,31993,31041,2022-04-03 09:20:00
2022-03,6호선,2637,동묘앞,148403,154353,57205,51642,2022-04-03 09:20:00
2022-03,6호선,2638,창신,70641,58595,15696,14938,2022-04-03 09:20:00
2022-03,6호선,2639,보문,158164,145970,24548,23284,2022-04-03 09:20:00
2022-03,6호선,2640,안암(고대병원앞),285908,286210,28591,27337,2022-04-03 09:20:00
2022-03,6호선,2641,고려대(종암),175838,172417,28112,28315,2022-04-03 09:20:00
2022-03,6호선,2642,월곡(동덕여대),234147,231184,59052,59255,2022-04-03 09:20:00
2022-03,6호선,2643,상월곡(한국과학기술연구원),123449,109950,32873,32343,2022-04-03 09:20:00
2022-03,6호선,2644,돌곶이,185708,171695,48585,47696,2022-04-03 09:20:00
2022-03,6호선,2645,석계,245426,259395,63486,63285,2022-04-03 09:20:00
2022-03,6호선,2646,태릉입구,114780,126688,24062,25016,2022-04-03 09:20:00
2022-03,6호선,2647,화랑대(서울여대입구),249291,194329,39565,35724,2022-04-03 09:20:00
2022-03,6호선,2648,봉화산(서울의료원),170634,161567,38535,38347,2022-04-03 09:20:00
2022-03,6호선,2649,신내,12,0,0,0,2022-04-03 09:20:00
2022-03,7호선,2711,장암,45520,17454,8399,5982,2022-04-03 09:20:00
2022-03,7호선,2712,도봉산,188968,217325,40056,58838,2022-04-03 09:20:00
2022-03,7호선,2713,수락산,239315,232847,77219,77831,2022-04-03 09:20:00
2022-03,7호선,2714,마들,243281,229476,69845,69557,2022-04-03 09:20:00
2022-03,7호선,2715,노원,391775,407393,97936,98356,2022-04-03 09:20:00
2022-03,7호선,2716,중계,278127,252349,73146,70473,2022-04-03 09:20:00
2022-03,7호선,2717,하계,353410,331722,83643,80920,2022-04-03 09:20:00
2022-03,7호선,2718,공릉(서울과학기술대),258666,254224,58767,59028,2022-04-03 09:20:00
2022-03,7호선,2719,태릉입구,179473,171607,36549,34484,2022-04-03 09:20:00
2022-03,7호선,2720,먹골,203159,196125,53851,54508,2022-04-03 09:20:00
2022-03,7호선,2721,중화,215169,209946,52966,53628,2022-04-03 09:20:00
2022-03,7호선,2722,상봉(시외버스터미널),358189,334458,58057,56209,2022-04-03 09:20:00
2022-03,7호선,2723,면목,323059,311369,81401,83283,2022-04-03 09:20:00
2022-03,7호선,2724,사가정,320748,321829,82072,82976,2022-04-03 09:20:00
2022-03,7호선,2725,용마산(용마폭포공원),121197,116802,29768,32038,2022-04-03 09:20:00
2022-03,7호선,2726,중곡,216697,199837,51872,52788,2022-04-03 09:20:00
2022-03,7호선,2727,군자(능동),304901,238254,63821,55931,2022-04-03 09:20:00
2022-03,7호선,2728,어린이대공원(세종대),323508,328220,34211,34151,2022-04-03 09:20:00
2022-03,7호선,2729,건대입구,279366,296477,43485,39640,2022-04-03 09:20:00
2022-03,7호선,2730,뚝섬유원지,183040,176661,35503,35330,2022-04-03 09:20:00
2022-03,7호선,2731,청담,389336,441167,61344,58831,2022-04-03 09:20:00
2022-03,7호선,2732,강남구청,337780,373935,41410,41926,2022-04-03 09:20:00
2022-03,7호선,2733,학동,496047,530527,50176,47462,2022-04-03 09:20:00
2022-03,7호선,2734,논현,423519,461732,41824,41259,2022-04-03 09:20:00
2022-03,7호선,2735,반포,115947,112188,26437,25109,2022-04-03 09:20:00
2022-03,7호선,2736,고속터미널,330197,266888,55984,49020,2022-04-03 09:20:00
2022-03,7호선,2737,내방,285266,293558,54171,53536,2022-04-03 09:20:00
2022-03,7호선,2738,이수,322368,310369,62150,59287,2022-04-03 09:20:00
2022-03,7호선,2739,남성,213975,197670,56598,56406,2022-04-03 09:20:00
2022-03,7호선,2740,숭실대입구(살피재),300306,305480,48091,50702,2022-04-03 09:20:00
2022-03,7호선,2741,상도,228054,224197,47760,46266,2022-04-03 09:20:00
2022-03,7호선,2742,장승배기,170368,165056,53289,53967,2022-04-03 09:20:00
2022-03,7호선,2743,신대방삼거리,337152,320347,73702,75027,2022-04-03 09:20:00
2022-03,7호선,2744,보라매,203585,201798,36165,35612,2022-04-03 09:20:00
2022-03,7호선,2745,신풍,225788,214503,56799,57518,2022-04-03 09:20:00
2022-03,7호선,2746,대림(구로구청),173867,175177,28996,28392,2022-04-03 09:20:00
2022-03,7호선,2747,남구로,321566,339070,50336,49850,2022-04-03 09:20:00
2022-03,7호선,2748,가산디지털단지,915179,914208,75427,71162,2022-04-03 09:20:00
2022-03,7호선,2749,철산,424532,434720,78172,77781,2022-04-03 09:20:00
2022-03,7호선,2750,광명사거리,428944,418881,123536,126835,2022-04-03 09:20:00
2022-03,7호선,2751,천왕,226324,214695,45223,45082,2022-04-03 09:20:00
2022-03,7호선,2752,온수(성공회대입구),212500,200781,33384,31750,2022-04-03 09:20:00
2022-03,7호선,2753,까치울,4,0,1,0,2022-04-03 09:20:00
2022-03,7호선,2754,부천종합운동장,2,0,0,0,2022-04-03 09:20:00
2022-03,7호선,2755,춘의,8,0,0,0,2022-04-03 09:20:00
2022-03,7호선,2756,신중동,7,0,0,0,2022-04-03 09:20:00
2022-03,7호선,2757,부천시청,13,0,0,0,2022-04-03 09:20:00
2022-03,7호선,2758,상동,9,0,2,0,2022-04-03 09:20:00
2022-03,7호선,2759,삼산체육관,1,0,0,0,2022-04-03 09:20:00
2022-03,7호선,2760,굴포천,4,0,0,0,2022-04-03 09:20:00
2022-03,7호선,2761,부평구청,2,0,0,0,2022-04-03 09:20:00
2022-03,8호선,2811,암사,367053,321802,86748,85240,2022-04-03 09:20:00
2022-03,8호선,2812,천호(풍납토성),299603,358146,66506,63677,2022-04-03 09:20:00
2022-03,8호선,2813,강동구청,197566,205282,51815,51838,2022-04-03 09:20:00
2022-03,8호선,2814,몽촌토성(평화의문),120190,122087,27357,26668,2022-04-03 09:20:00
2022-03,8호선,2815,잠실(송파구청),287667,340414,53857,51738,2022-04-03 09:20:00
2022-03,8호선,2816,석촌,150287,177519,40662,43213,2022-04-03 09:20:00
2022-03,8호선,2817,송파,139970,142537,43353,43612,2022-04-03 09:20:00
2022-03,8호선,2818,가락시장,134278,153256,50275,51145,2022-04-03 09:20:00
2022-03,8호선,2819,문정,446182,469077,48156,47474,2022-04-03 09:20:00
2022-03,8호선,2820,장지,355610,347755,63884,60941,2022-04-03 09:20:00
2022-03,8호선,2821,복정,203840,172783,32285,29144,2022-04-03 09:20:00
2022-03,8호선,2822,산성,108375,105925,25307,28388,2022-04-03 09:20:00
2022-03,8호선,2823,남한산성입구(성남법원.검찰청),293702,269689,67414,65642,2022-04-03 09:20:00
2022-03,8호선,2824,단대오거리,215276,203991,60953,59410,2022-04-03 09:20:00
2022-03,8호선,2825,신흥,77247,83737,28906,30109,2022-04-03 09:20:00
2022-03,8호선,2826,수진,98559,88333,37163,36469,2022-04-03 09:20:00
2022-03,8호선,2827,모란,74770,61733,46010,35767,2022-04-03 09:20:00
2022-03,8호선,2828,남위례,90672,96146,18775,18873,2022-04-03 09:20:00
2022-03,9호선,4101,개화,46572,35201,10165,8321,2022-04-03 09:20:00
2022-03,9호선,4102,김포공항,171027,266598,15190,18998,2022-04-03 09:20:00
2022-03,9호선,4103,공항시장,55699,59683,21051,23070,2022-04-03 09:20:00
2022-03,9호선,4104,신방화,131240,126504,37574,37352,2022-04-03 09:20:00
2022-03,9호선,4105,마곡나루(서울식물원),263677,259311,26853,26356,2022-04-03 09:20:00
2022-03,9호선,4106,양천향교,199776,203305,37443,36843,2022-04-03 09:20:00
2022-03,9호선,4107,가양,387994,377155,106465,102749,2022-04-03 09:20:00
2022-03,9호선,4108,증미,136718,133901,34470,34332,2022-04-03 09:20:00
2022-03,9호선,4109,등촌,204331,196991,67966,67790,2022-04-03 09:20:00
2022-03,9호선,4110,염창,354877,344117,58724,57992,2022-04-03 09:20:00
2022-03,9호선,4111,신목동,77190,67454,17844,16340,2022-04-03 09:20:00
2022-03,9호선,4112,선유도,172771,164485,22933,22086,2022-04-03 09:20:00
2022-03,9호선,4113,당산,385493,384670,51008,46579,2022-04-03 09:20:00
2022-03,9호선,4114,국회의사당,289377,303036,42204,36993,2022-04-03 09:20:00
2022-03,9호선,4115,여의도,565435,543519,37164,34182,2022-04-03 09:20:00
2022-03,9호선,4116,샛강,109399,113102,19149,19375,2022-04-03 09:20:00
2022-03,9호선,4117,노량진,573492,558141,70169,69595,2022-04-03 09:20:00
2022-03,9호선,4118,노들,83161,69483,25525,23333,2022-04-03 09:20:00
2022-03,9호선,4119,흑석(중앙대입구),176653,179164,45100,45462,2022-04-03 09:20:00
2022-03,9호선,4120,동작(현충원),42269,33489,11010,9317,2022-04-03 09:20:00
2022-03,9호선,4121,구반포,21675,22908,10711,10507,2022-04-03 09:20:00
2022-03,9호선,4122,신반포,65943,63876,16615,16403,2022-04-03 09:20:00
2022-03,9호선,4123,고속터미널,259285,341271,44210,49441,2022-04-03 09:20:00
2022-03,9호선,4124,사평,65484,64181,16271,16232,2022-04-03 09:20:00
2022-03,9호선,4125,신논현,708415,702149,50781,46717,2022-04-03 09:20:00
2022-03,공항철도 1호선,4201,서울역,170746,157818,24573,22193,2022-04-03 09:20:00
2022-03,공항철도 1호선,4202,공덕,47298,63705,6175,7252,2022-04-03 09:20:00
2022-03,공항철도 1호선,4203,홍대입구,242441,239642,14461,13711,2022-04-03 09:20:00
2022-03,공항철도 1호선,4204,디지털미디어시티,285044,261218,20716,19514,2022-04-03 09:20:00
2022-03,공항철도 1호선,4206,마곡나루(서울식물원),178286,176387,11415,11534,2022-04-03 09:20:00
2022-03,공항철도 1호선,4207,김포공항,289270,155828,20130,13278,2022-04-03 09:20:00
2022-03,공항철도 1호선,4208,계양,224742,214506,24246,22657,2022-04-03 09:20:00
2022-03,공항철도 1호선,4209,검암,144886,144276,13630,13832,2022-04-03 09:20:00
2022-03,공항철도 1호선,4210,청라국제도시,151423,143756,9482,9217,2022-04-03 09:20:00
2022-03,공항철도 1호선,4211,운서,154490,156690,22364,22537,2022-04-03 09:20:00
2022-03,공항철도 1호선,4212,공항화물청사,49564,53202,8082,8009,2022-04-03 09:20:00
2022-03,공항철도 1호선,4213,인천공항1터미널,89326,93979,12554,12576,2022-04-03 09:20:00
2022-03,공항철도 1호선,4215,인천공항2터미널,54708,52101,6703,6462,2022-04-03 09:20:00
2022-03,공항철도 1호선,4217,영종,62101,62478,16680,16378,2022-04-03 09:20:00
2022-03,9호선2~3단계,4126,언주,216668,222518,22639,22108,2022-04-03 09:20:00
2022-03,9호선2~3단계,4127,선정릉,196155,217285,19178,19965,2022-04-03 09:20:00
2022-03,9호선2~3단계,4128,삼성중앙,131713,140024,18358,18266,2022-04-03 09:20:00
2022-03,9호선2~3단계,4129,봉은사,339744,350622,37873,36376,2022-04-03 09:20:00
2022-03,9호선2~3단계,4130,종합운동장,85862,87249,14032,13168,2022-04-03 09:20:00
2022-03,9호선2~3단계,4131,삼전,140662,136560,30041,28392,2022-04-03 09:20:00
2022-03,9호선2~3단계,4132,석촌고분,121507,118779,26154,26406,2022-04-03 09:20:00
2022-03,9호선2~3단계,4133,석촌,179502,157755,27828,24153,2022-04-03 09:20:00
2022-03,9호선2~3단계,4134,송파나루,105424,112007,21310,22089,2022-04-03 09:20:00
2022-03,9호선2~3단계,4135,한성백제,47845,43359,13365,11941,2022-04-03 09:20:00
2022-03,9호선2~3단계,4136,올림픽공원(한국체대),127764,127377,22187,22213,2022-04-03 09:20:00
2022-03,9호선2~3단계,4137,둔촌오륜,23248,21570,5000,5464,2022-04-03 09:20:00
2022-03,9호선2~3단계,4138,중앙보훈병원,176882,151848,63737,62781,2022-04-03 09:20:00
2022-03,우이신설선,4701,북한산우이,48225,41915,28388,30106,2022-04-03 09:20:00
2022-03,우이신설선,4702,솔밭공원,37242,33532,24588,25895,2022-04-03 09:20:00
2022-03,우이신설선,4703,4.19민주묘지,58134,56512,30568,27479,2022-04-03 09:20:00
2022-03,우이신설선,4704,가오리,63012,60596,41223,42052,2022-04-03 09:20:00
2022-03,우이신설선,4705,화계,51206,45938,35110,35260,2022-04-03 09:20:00
2022-03,우이신설선,4706,삼양,28089,28569,23450,25536,2022-04-03 09:20:00
2022-03,우이신설선,4707,삼양사거리,32379,32537,30458,30577,2022-04-03 09:20:00
2022-03,우이신설선,4708,솔샘,108666,99219,32753,33952,2022-04-03 09:20:00
2022-03,우이신설선,4709,북한산보국문,119453,110048,36163,36715,2022-04-03 09:20:00
2022-03,우이신설선,4710,정릉,79790,70678,38870,36150,2022-04-03 09:20:00
2022-03,우이신설선,4711,성신여대입구(돈암),63708,73207,24921,23976,2022-04-03 09:20:00
2022-03,우이신설선,4712,보문,26686,26623,12016,12218,2022-04-03 09:20:00
2022-03,우이신설선,4713,신설동,31007,31564,23527,21031,2022-04-03 09:20:00
